Folio,Cliente ,NumeroParte,Nombre ,PROYECTO,LARGO,ANCHO,ALTO,ECT,CORRUGADO,CODIGO,documento
1719135,DAIMAY,PKG004615,SEPARADOR,SEP PAPEL,41,28,0,Cal 300,Papel,ESP-DAI-135,https://drive.google.com/file/d/1dJfOMT_ERBtU4z79dqx06UPRZPCxtgE-/view?usp=share_link
1719136,DAIMAY,2317926,SEPARADOR,SEP PAPEL,42,19,0,Cal 300,Papel,ESP-DAI-136,https://drive.google.com/file/d/1-wO_kHbkt6iJuiayx-KHiETteakghC8B/view?usp=share_link
1719137,DAIMAY,PKG0012,SEPARADOR,SEP PAPEL,59,47,0,Cal 300,Papel,ESP-DAI-137,https://drive.google.com/file/d/1ptpNY9rMiZtOtx8WJ-Etwb3JBX5I5pcp/view?usp=share_link
1719138,DAIMAY,PKG0013,SEPARADOR,SEP PAPEL,47.2,17.7,0,Cal 300,Papel,ESP-DAI-138,https://drive.google.com/file/d/1QKUUc1MF32Sf1QuOZA78MzQ7NiX7uduu/view?usp=share_link
1719139,DAIMAY,VB9728,SEPARADOR,SEP PAPEL,46,21,0,Cal 300,Papel,ESP-DAI-139,https://drive.google.com/file/d/1pTbXLbh6X6CsPLGOwZtM48v0p1yUYMON/view?usp=share_link
1719140,DAIMAY,VV0049,SEPARADOR,SEP PAPEL,54,20.4,0,Cal 300,Papel,ESP-DAI-140,https://drive.google.com/file/d/1DKBJ1LQTPOmxXvAYgyFDSbslXpQ62Ncj/view?usp=share_link
1719141,DAIMAY,VV6338,SEPARADOR,SEP PAPEL,53.6,32.4,0,Cal 300,Papel,ESP-DAI-141,https://drive.google.com/file/d/1FYGDzYXaIW6sSkaGilY8TIc1zCNbkHdM/view?usp=share_link
1720142,DAIMAY,PKG0006,DIV1,PKG0006,40.6,6.4,0,32m,32m Corrugado,ESP-DAI-142,https://drive.google.com/file/d/1bthhB0VfgnH3Kf5MG4pCMPaBoP0U5Gkp/view?usp=share_link
1721143,DAIMAY,PKG0006,DIV2,PKG0006,55.1,6.4,0,32m,32m Corrugado,ESP-DAI-143,https://drive.google.com/file/d/1R2otgKeg9c6_ZR04TXLAZWO8kgIrylzh/view?usp=share_link
1720144,DAIMAY,VL3091,DIV1,42 CAV,32.5,5.7,0,Cal 300,Papel,ESP-DAI-144,https://drive.google.com/file/d/1ZK3QldiiXKHgilH5NRjzHOg5OzplUrDU/view?usp=share_link
1721145,DAIMAY,VL3091,DIV2,42 CAV,54.2,5.7,0,Cal 300,Papel,ESP-DAI-145,https://drive.google.com/file/d/13OST33cvdQMcNMBmq9IwuK09cRLw62sC/view?usp=share_link
1720146,DAIMAY,2238139-N,DIV1,120 CAV,32.7,6,0,Cal 300,Papel,ESP-DAI-146,https://drive.google.com/file/d/17iTquq4-PwRuc5Aw3xBwxwSfOUPQBCDl/view?usp=share_link
1721147,DAIMAY,2238139-N,DIV2,120 CAV,54.5,6,0,Cal 300,Papel,ESP-DAI-147,https://drive.google.com/file/d/1YT0pyPi6PU_eTcVtyyGyq7iHsRvtSPV6/view?usp=share_link
1720148,DAIMAY,PKG0003,DIV1,-,33.5,4,0,Cal 300,Papel,ESP-DAI-148,https://drive.google.com/file/d/1zFQxw9ngBZ7evsTOHRH-0VYhPUi6S3yS/view?usp=share_link
1721149,DAIMAY,PKG0003,DIV2,-,54.3,4,0,Cal 300,Papel,ESP-DAI-149,https://drive.google.com/file/d/1sVHz57LmPEdfg3ZX4-NvP5lr56NsXUQY/view?usp=share_link
1720150,DAIMAY,2234265,DIV1,15 CAV,23.3,10.5,0,32m,32m Corrugado,ESP-DAI-150,https://drive.google.com/file/d/116WKWSPTirq5O_jZ6gL8HJPZZYkJtlsu/view?usp=share_link
1720151,DAIMAY,2234265,DIV2,15 CAV,39,10.5,0,32m,32m Corrugado,ESP-DAI-151,https://drive.google.com/file/d/1OHKh8hV_wZnYCIbZDdv6AasVSU6hH3RF/view?usp=share_link
1713152,DAIMAY,HONDA MAX,CAJA TROQUELADA,LEXUS TOYOTA,22,6.5,51.5,32,Sencillo,ESP-DAI-152,https://drive.google.com/file/d/1-slcjXrNdnNQbtC7tq2cYHk3r-BbA5SO/view?usp=share_link
1706153,DAIMAY,BMW/C1YC,TAPA TELESCOPICA,BMW,42.5,33.5,4,32,Sencillo,ESP-DAI-153,FALTA FIRMA
1720154,DAIMAY,(PKG0124) CUP HOLDER,DIV1,PKG0124,42,13,0,32m,32m Corrugado,ESP-DAI-154,https://drive.google.com/file/d/1qVpfJMkWz-oH1S6k354l78FXHjjGm2L1/view?usp=share_link
1721155,DAIMAY,(PKG0124) CUP HOLDER,DIV2,PKG0124,46,13,0,32m,32m Corrugado,ESP-DAI-155,https://drive.google.com/file/d/1JhBdyQ-x_wl9Otmg4Idh0SMVDe_lTomE/view?usp=share_link
1722156,DAIMAY,(PKG0124) CUP HOLDER,DIV3,PKG0124,46,13,0,32m,32m Corrugado,ESP-DAI-156,https://drive.google.com/file/d/1GxMKw9bRVJGaaut8LI2Ndf1iLc1od9Zm/view?usp=share_link
1723157,DAIMAY,(PKG0124) CUP HOLDER,DIV4,PKG0124,53.5,13,0,32m,32m Corrugado,ESP-DAI-157,https://drive.google.com/file/d/1PXuf7LRZso_5fXxLHpW4sUMTE4k5hpEU/view?usp=share_link
1719158,DAIMAY,(PKG0125) CUP HOLDER,SEPARADOR,PKG0125,53.5,46,0,32,Sencillo,ESP-DAI-158,https://drive.google.com/file/d/1nZ7P5t0JebzkaH1DrS14W1TKooieqwHt/view?usp=share_link
1720159,DAIMAY,780B-TUNDRA (PKG0129),DIV1,780B-TUNDRA (5 CAV) ,59,22,0,32,Sencillo,ESP-DAI-159,https://drive.google.com/file/d/1NpAvFh3TVwqhj6tMu_PFWntKBRwJWAMH/view?usp=share_link
1721160,DAIMAY,780B-TUNDRA (PKG0129),DIV2,780B-TUNDRA (5 CAV) ,36,22,0,32,Sencillo,ESP-DAI-160,https://drive.google.com/file/d/1UlKR3fEx5F5_vdHkSLP8WLbxAdGUoW7R/view?usp=share_link
1711161,DAIMAY,M6007162 (PKG0131),CAJA CON FONDO ,RIVIAN OHC,61.8,50.4,27.5,42,Doble,ESP-DAI-161,https://drive.google.com/file/d/1XSyUmIUuQl3mMyVAl8C8fcPicvCj4Nx0/view?usp=share_link
1714162,DAIMAY,M6002421 (PKG0133),TAPA TELESCÓPICA,RIVIAN OHC,124.8,103.8,8.1,32,Sencillo,ESP-DAI-162,https://drive.google.com/file/d/1USCRWIiBcq-U-4JT0SE_xIltkoZKQFOC/view?usp=share_link
1719163,DAIMAY,M6006845 (PKG0132),SEPARADOR,RIVIAN OHC,60,49,0,32,Sencillo,ESP-DAI-163,https://drive.google.com/file/d/1eQpjgmfqImcMJDEO9RL1Hc4fTricN_ZL/view?usp=share_link
1714164,DAIMAY,M6002393 (PKG0134),TAPA TELESCÓPICA,RIVIAN OHC,62.6,51.6,6.1,32,Sencillo,ESP-DAI-164,https://drive.google.com/file/d/1ixXiMkU4dFwENNuQhsyCukjQ4PFdiV4S/view?usp=share_link
1719165,DAIMAY,SEP MALASYA,SEPARADOR,SEP MALASYA,47.5,42,0,32,Sencillo,ESP-DAI-165,https://drive.google.com/file/d/19PwdCtMycXPuc6KgD1nNdoN_GGBIUI3U/view?usp=share_link
1719166,DAIMAY,CUP HOLDER,CAJA TROQUELADA,CUP-HOLDER,14.5,8,25.5,32,Sencillo,ESP-DAI-166,https://drive.google.com/file/d/1WXy10fAlog90vMCnImNivpmWD7gIRtE_/view?usp=share_link
1719167,DAIMAY,PKG0150 (T1XX-C),CAJA CON FONDO ,T1XX-C,56,47.5,28,51,Doble,ESP-DAI-167,https://drive.google.com/file/d/1MYCL5lPJSJE2u5QtBoyRvj8a1RtTsSou/view?usp=share_link
1719168,DAIMAY,M6014780 (PKG0153),CAJA NORMAL,TESLA MS,55.3,44.3,20.5,42,Doble,ESP-DAI-168,https://drive.google.com/file/d/1gRGn4W4gGTLlknDx1xvBbJkaGsiS6wNA/view?usp=share_link
1719169,DAIMAY,PKG0172,CAJA NORMAL,SEMI DEAD PEDAL ASM RH,79,39.5,26,42,Doble,ESP-DAI-169,https://drive.google.com/file/d/1JgslZuaLx29-Q6I0CRo-HvNEMq2zKY2L/view?usp=share_link
1719170,DAIMAY,PKG0173,REJILLAS,SEMI DEAD PEDAL ASM RH,77.5,38,24,32,Doble,ESP-DAI-170,https://drive.google.com/file/d/15iJE_ygaWpPwyYNsSQMfO5B4puUgAh7P/view?usp=share_link
1719171,DAIMAY,PKG0177,CAJA NORMAL,C-PILLAR LOWER LH/RH,97,57.5,22,42,Doble,ESP-DAI-171,https://drive.google.com/file/d/1XsTWUz-PD2HDblBuIhFai4Fj5MTlg7bx/view?usp=share_link
1719172,DAIMAY,PKG0178,REJILLAS,C-PILLAR LOWER LH/RH,96,56,20,32,Sencillo,ESP-DAI-172,https://drive.google.com/file/d/1AOqQ_sO2YN3Vag7PrfajRC5MJgdTcNZi/view?usp=share_link
1719173,DAIMAY,P558,CAJA NORMAL,KING RANCH,41,31,14.1,32,Sencillo,ESP-DAI-173,https://drive.google.com/file/d/1mMHizwQ_FjEZQ9B4Mgv8fZ_0_XVO3zCI/view?usp=share_link
1719174,DAIMAY,PKG0164,CAJA CON FONDO ,B PILLAR LOWER LH,130,125,78,42,Doble,ESP-DAI-174,https://drive.google.com/file/d/1QFrfj7oAqH4m2Rk9luoyhcSuw_VR8fm_/view?usp=share_link
1719175,DAIMAY,PKG0166,REJILLAS,B PILLAR LOWER LH,124,129,77,42,Doble,ESP-DAI-175,https://drive.google.com/file/d/18iTr-9wm6yulmQCMWnoeBL2fwwS2YnrJ/view?usp=share_link
1719176,DAIMAY,PKG0165,TAPA TELESCÓPICA,B PILLAR LOWER LH,132,127,10,32,Sencillo,ESP-DAI-176,https://drive.google.com/file/d/1ABXieXUas-4hb-1yw66fXFh3l_PjrWnD/view?usp=share_link
1719177,DAIMAY,PKG0174,CAJA CON FONDO,SEMI CATRAIL LH/RH,156,107,33,42,Doble,ESP-DAI-177,https://drive.google.com/file/d/1oXFZ7k1glMKFv1GLZJR9IgWG42ekiV5f/view?usp=share_link
1719178,DAIMAY,PKG0176,REJILLAS,SEMI CATRAIL LH/RH,155,106,32,32,Doble,ESP-DAI-178,https://drive.google.com/file/d/1T93uBWbDzPf918OfT68xO_i_Cp9nccTm/view?usp=share_link
1719179,DAIMAY,PKG0175,TAPA TELESCÓPICA,SEMI CATRAIL LH/RH,157,109,10,32,Sencillo,ESP-DAI-179,https://drive.google.com/file/d/1zOvES-x4FY086htxEt3PO0wHXOC3otkf/view?usp=share_link
1719180,DAIMAY,VINILES PKG0157,CAJA TELESCOPICA,-,42.5,20.5,12.5,32,Sencillo,ESP-DAI-180,https://drive.google.com/file/d/14UZS5xlKzlZWT4YH-GAuKwKbiLW-eefY/view?usp=share_link
1719181,DAIMAY,INDIVIDUAL PKG0156,TAPA TELESCÓPICA,-,63,50,6,32,Sencillo,ESP-DAI-181,https://drive.google.com/file/d/1kymjjXZmYLPqJVOOd1-ugVBSP14Zu1bU/view?usp=share_link
1719182,DAIMAY,VINILES PKG0157,TAPA TELESCÓPICA,-,44.5,23.5,13.5,32,Sencillo,ESP-DAI-182,https://drive.google.com/file/d/1epz2FAn7DRCbxPstkW2_eXtUxlGCQG_S/view?usp=share_link
1719183,DAIMAY,2 VISERAS,CAJA TROQUELADA,2 VISERAS (CELAYA),51,13,22,40,Sencillo,ESP-DAI-183,https://drive.google.com/file/d/13afXdGL3tu6MbDLslt8EDwRQmbZfOcxl/view?usp=share_link
1719184,DAIMAY,2 VISERAS,REJILLAS,2 VISERAS (CELAYA),51,13,21,40,Sencillo,ESP-DAI-184,https://drive.google.com/file/d/1zaioyAQgRlifzA2u_IXhI9nQlr81Cwjp/view?usp=share_link
1719185,DAIMAY,PKG0161,CAJA NORMAL,RH -B PILLAR LOWER,83.5,64,54,42,Doble,ESP-DAI-185,https://drive.google.com/file/d/1BRxTd-uWs2uuHGjjO7IYCEwkJCljyfpL/view?usp=share_link
1719186,DAIMAY,PKG0163,REJILLAS,RH -B PILLAR LOWER,82,63,52,32,Doble,ESP-DAI-186,https://drive.google.com/file/d/1Bk5_CgTyyuaBZGD9Ox2rLghSO9qBM8SN/view?usp=share_link
1719188,DAIMAY,97.5 X 57.5 X 21,CAJA NORMAL,SEMI RH C-PILLAR LOWER,97.5,57.5,22,42,Doble,ESP-DAI-188,https://drive.google.com/file/d/1Cmx3nHzzC5pyFuzXcV9ivEuLN1MQztuZ/view?usp=share_link
1719189,DAIMAY,96 X 56 X 20,REJILLAS,SEMI RH C-PILLAR LOWER,96,56,20,32,Sencillo,ESP-DAI-189,https://drive.google.com/file/d/1D5t0-qCLw6ppk8cEp8UGMv-5aG1K602q/view?usp=share_link
1719190,DAIMAY,PKG0167,CAJA NORMAL,B PILLAR MID,32.5,26.5,15,32,Sencillo,ESP-DAI-190,https://drive.google.com/file/d/1uKT2cWkTqRhlfKkk--nUhUks2T0f7umr/view?usp=share_link
1719191,DAIMAY,PKG0168,REJILLAS,B PILLAR MID,32,26,14,32,Sencillo,ESP-DAI-191,https://drive.google.com/file/d/1UmQXQ6uOvo5dCyh_7LJajp69_nt48bsw/view?usp=share_link
1719192,DAIMAY,PKG0158,CAJA NORMAL,FOOTWEL,62.5,78.5,44.3,42,Doble,ESP-DAI-192,https://drive.google.com/file/d/1qS2d5xxUvJakZN-2MIdq6WfKB0icSfBh/view?usp=share_link
1719193,DAIMAY,PKG0160,REJILLAS,FOOTWEL,62,78,44,32,Sencillo,ESP-DAI-193,https://drive.google.com/file/d/1ztrlcmPjAYV9ZjVpC4jHstmVjJJLD6Pl/view?usp=share_link
1719194,DAIMAY,PKG0169,CAJA CON FONDO ,SEMI DEAD RADAL ASM LH,128.5,67.5,53,42,Doble,ESP-DAI-194,https://drive.google.com/file/d/1it9UD-WEevxD7SXRMasP8k9yNkyGJzrI/view?usp=share_link
1719195,DAIMAY,PKG0171,REJILLAS,SEMI DEAD RADAL ASM LH,127,66,52,32,Sencillo,ESP-DAI-195,https://drive.google.com/file/d/1fEMqn5j4NI23ErupwYUuQ2s71SG68rq6/view?usp=share_link
1719196,DAIMAY,PKG0170,TAPA TELESCÓPICA,SEMI DEAD RADAL ASM LH,129.5,68.5,10,32,Sencillo,ESP-DAI-196,https://drive.google.com/file/d/1AIHF6Xoo1ywPxgu0bwUBAeqAjLZq9XQO/view?usp=share_link
1719197,DAIMAY,64 X 67 X 10,TAPA TELESCÓPICA,FOOTWEL,65.5,68.5,10,42,Doble,ESP-DAI-197,DESCONTINUADO
1719198,DAIMAY,DTII/P702 (PKG0273),CAJA CON FONDO ,DTII/P702,55.5,47,24,42,Doble,ESP-DAI-198,https://drive.google.com/file/d/1z8yKRUm2lTkmJlSvJ52pzzjZ2byuzicQ/view?usp=share_link
1719199,DAIMAY,MODELO-Y (PKG0269),CAJA CON FONDO ,TESLA MV,55,49,19,42,Doble,ESP-DAI-199,https://drive.google.com/file/d/1SIj253-aIHpx65qY1yQ4R3cO29SMR4Xi/view?usp=share_link
1719200,DAIMAY,TAPA MASTER 702 (PKG0152),TAPA MASTER,PKG0152 TAPA P702 / T1XX PKG0273-1,114,96,10,42,Doble,ESP-DAI-200,https://drive.google.com/file/d/1QSNeZSLpmJkERIMucrLoXD8ksUjdHPvO/view?usp=share_link
1719201,DAIMAY,C1YC,FONDO,C1YC,55,49,5,42,Sencillo,ESP-DAI-201,https://drive.google.com/file/d/1N7_e3_eq1bQsG98UUMheNZpRo0qDsW4-/view?usp=share_link
1719202,DAIMAY,T1XX (PKG0151),FONDO,T1XX,48.5,40,5,42,Doble,ESP-DAI-202,https://drive.google.com/file/d/1ORohlhY_J0ErAFDs9HcwgINg22819_G_/view?usp=share_link
1719203,DAIMAY,127 X 105 X 8,TAPA TELESCOPICA,-,127,105,8,42,Doble,ESP-DAI-203,https://drive.google.com/file/d/1dZcdQxe5xTqXhihoH5XwiJcCWlMJnkZ7/view?usp=share_link
1719204,DAIMAY,T1XX,CAJA CON FONDO,T1XX,56,49.3,28,42,Doble,ESP-DAI-204,https://drive.google.com/file/d/1CfLj2jbj8De-pM3S33789SaZzdyYLQvW/view?usp=share_link
1719205,DAIMAY,PKG0021,ESQUINERO,-,"3""","3""",43,-,-,ESP-DAI-205,https://drive.google.com/file/d/1-FP6D8CptRNZY4rKNX0EdEa_aDaz93vm/view?usp=share_link
1719206,DAIMAY,T1XX/TT (PKG0150-1/PKG0270 ),TAPA TELESCOPICA,T1XX/TT (TAPA TESLA MY),114,101.3,7.6,42,Doble,ESP-DAI-206,https://drive.google.com/file/d/1Id3NdFvBqGu3zfKvBHQJ4ZffdaOn1LYV/view?usp=share_link
1719207,DAIMAY,TAPA MY,TAPA TELESCOPICA,MODELO Y,114.3,101.3,7.6,42,Doble,ESP-DAI-207,https://drive.google.com/file/d/1otQnQRzSMnt5YKfJJ82FmH1wSmrnZJgk/view?usp=share_link
1719208,DAIMAY,VL4284,ESQUINERO,ESP BMW ,"3""","3""","41"" 3/4",-,-,ESP-DAI-208,https://drive.google.com/file/d/1-ICy6qgatuOJvporw6oyqV09suXwq73S/view?usp=share_link
1719209,DAIMAY,PKG0290,FONDO,TACON,43,34,4,42,Doble,ESP-DAI-209,https://drive.google.com/file/d/10U703p8XjmuxM-GCX3jVpLyYvT0OxaVi/view?usp=sharing
1719210,DAIMAY,PKG0013-2,SEPARADOR,-,55,18,-,Cal 300,CAL. 300,ESP-DAI-210,https://drive.google.com/file/d/10UmHJmSVymBhWEFYude1x76f3zJil2dI/view?usp=share_link
1719211,DAIMAY,FORD-SPO,CAJA NORMAL,-,40.5,22.5,17.8,32,Sencillo,ESP-DAI-211,https://drive.google.com/file/d/1122mkb5dnndqNAGzPhp61rUXIkpl-3wD/view?usp=share_link
1719212,DAIMAY,Separador I,SEPARADOR,-,,,,-,CAL. 300,ESP-DAI-212,https://drive.google.com/file/d/11Vd--0If2kfOhNYhdUYXFwqArNYwiD84/view?usp=sharing
1719213,DAIMAY,PKG0361 (54 x 42 cm),SEPARADOR,-,54,42,-,-,Cal. 500,ESP-DAI-213,https://drive.google.com/file/d/11Wv79dJutNFVSJXWcnGHtQAk5FZ3al5h/view?usp=sharing
1719214,DAIMAY,PKG0271,SEPARADOR,MY,46,52,-,,CAL. 300,ESP-DAI-214,https://drive.google.com/file/d/1H9Y7MVJgTq7RymPefchAFgbrp3on_aEo/view?usp=sharing
1719215,DAIMAY,PKG0189,CAJA TRQ,C/LENTE,7.5,14.5,22.5,32m,32m Corrugado,ESP-DAI-215,https://drive.google.com/file/d/1HAO1BsF5UicmPwSCVDTsXj-B3_jp5sNT/view?usp=sharing
1719216,DAIMAY,PKG0370,REJILLAS,FALCON,61.5,53.5,4.5,32m,32m Corrugado,ESP-DAI-216,https://drive.google.com/file/d/1-LugGCFTzl67mFW7Xdz1dTVy45qw9dOV/view?usp=drive_link
1719217,DAIMAY,PKG0369,REJILLAS,CARGO,53.8,57.9,34.5,32,Sencillo,ESP-DAI-217,https://drive.google.com/file/d/1-OqX_yZBsecF9Kpk2bwEfmbvzh-uQSt4/view?usp=drive_link
1719218,DAIMAY,PKG0371,CAJA NORMAL,EVEREST,79,55,26.5,32,Sencillo,ESP-DAI-218,https://drive.google.com/file/d/1-P3hvsUhmSikWeW5MkvlucLNO74xYVam/view?usp=drive_link
1719219,DAIMAY,PKG0372,REJILLAS,EVEREST,54,78,10,32,Sencillo,ESP-DAI-219,https://drive.google.com/file/d/1-RCMfbnboLvo0yIMFpeBNHCGdGfy3_D9/view?usp=drive_link
1719220,DAIMAY,PKG0374,REJILLAS,CABIN D6180183,56,60,23,32,Sencillo,ESP-DAI-220,https://drive.google.com/open?id=11JMVX5GN-39KOuZpwK70m59pa6J51hxX&usp=drive_fs
1719221,DAIMAY,PKG0373,REJILLAS,CONSOLA RIVIAN D6180196/D6180197,48,59.5,25,32,Sencillo,ESP-DAI-221,https://drive.google.com/open?id=11NeEKDNxhsVTLLCdnZN1EkxVmKMKVCp7&usp=drive_fs
1719222,DAIMAY,PKG0368,ESQUINERO,-,"3""","3""","48""",CAL-160,-,ESP-DAI-222,https://drive.google.com/file/d/1-WoZHAuA94e80YMDkczFT1xb8dC6Q6Wb/view?usp=sharing
1719223,DAIMAY,HONDA MX (SIN IMPRESIÓN),CAJA TRQ,LEXUS TOYOTA (SIN IMPRESIÓN),21.6,6.1,50.7,32,Sencillo,ESP-DAI-223,https://drive.google.com/open?id=10qzrwAfiG1zS1BThy-8086asIG80Xl0W&usp=drive_fs
1719224,DAIMAY,PKG0383,CAJA NORMAL,LUCID,55.8,47.8,17.6,42,Doble,ESP-DAI-224,https://drive.google.com/open?id=137GXqPap6f7CBz9UU78jnTHVD3Lu796F&usp=drive_fs
1719225,DAIMAY,PKG0384,REJILLAS,LUCID,55,47,15,32,Sencillo,ESP-DAI-225,https://drive.google.com/open?id=13BSMiLc26NSjJTAtj2OqrarxbCKgIXv7&usp=drive_fs
1719226,DAIMAY,PKG0390 ,CAJA NORMAL,MC ULG FABRIC MIDDLE CUT,88,70,37.5,42,Doble,ESP-DAI-226,https://drive.google.com/open?id=13Gx-_T2TS5k4Ik5wwTCp6-OZqKfYRQI3&usp=drive_fs
1719227,DAIMAY,PKG0391,CAJA NORMAL,MC ULG FABRIC CUTTING PIECES,91,57,37.5,42,Doble,ESP-DAI-227,https://drive.google.com/open?id=13CyQxGXltwPbEg0bsvnMPgh4VeSSO1uB&usp=drive_fs
1719228,DAIMAY,M1004322,REJILLAS,-,127,47,36,32,Sencillo,ESP-DAI-228,FALTA FIRMA
1719229,DAIMAY,M1004324,REJILLAS,-,137,66,8,32,Sencillo,ESP-DAI-229,FALTA FIRMA
1719230,DAIMAY,PKG0411,INSERTO TRQ,BT1XX,45.5,29,5.5,42,Doble,ESP-DAI-230,https://drive.google.com/open?id=1DqLQbfO6Noc1ClagPDW0eOSTBCQAEH6u&usp=drive_fs
1719231,DAIMAY,PKG0410,SEPARADOR,BT1XX,54.5,14.5,-,32,Sencillo,ESP-DAI-231,https://drive.google.com/open?id=1DtMOQGAIUJJ72uaS_rTwB7culswU6-wA&usp=drive_fs
1719232,DAIMAY,PKG0409,SEPARADOR,Tesla Highland,53.5,39,-,32,Sencillo,ESP-DAI-232,https://drive.google.com/open?id=1Dw9Gri6YIgbdJgh1q_hPBzGP-oFdsIP-&usp=drive_fs
1719233,DAIMAY,M6009655,MANGA,-,19.5,20,19.5,32,Sencillo,ESP-DAI-233,
1719234,DAIMAY,PKG0363,SEPARADOR,PILOT,46,33,-,300gr,Papel,ESP-DAI-234,https://drive.google.com/open?id=1oy5P9iE0qgKx3jgtl4OZRbSa786PJsz0&usp=drive_fs
1719235,DAIMAY,PKG0360,REJILLAS,-,49.8,31.8,28,32,Sencillo,ESP-DAI-235,https://drive.google.com/open?id=1qaHO8ISP1RWvWeeAW-1ri-WwHA31TZkq&usp=drive_fs
1719236,DAIMAY,PKG0450,REJILLAS,-,20,29.4,4.8,32m,32m Corrugado,ESP-DAI-236,https://drive.google.com/open?id=1qeAnKZTU7PIMqlQC_SbxavgfXVcr8gFk&usp=drive_fs
1719237,DAIMAY,OPAL/PKG0439,REJILLAS,-,54,47.6,18,32,Sencillo,ESP-DAI-237,https://drive.google.com/open?id=16MIJJis_305LuThPNe6NrbggPAWPgGVw&usp=drive_fs
1719238,DAIMAY,1719238/PKG0364,REJILLAS,-,56,46,19.2,32m,32m Corrugado,ESP-DAI-238,https://drive.google.com/open?id=1DuTo3kYvCJUu47ErgxhrIjvGbGjMNQiQ&usp=drive_fs
1719239,DAIMAY,PKG0531,REJILLAS,-,53.6,48,5,26,Sencillo,ESP-DAI-239,https://drive.google.com/open?id=1h2V4HVvO_81YaLHEUsNPKrM3E2tt_t4x&usp=drive_fs
1719240,DAIMAY,PKG0561,CHAROLA,-,51.4,16.5,3.5,32m,32m Corrugado,ESP-DAI-240,https://drive.google.com/open?id=11KyqDgNbHffUngeXEjmknjViiAJLsMg9&usp=drive_fs
1719241,DAIMAY,PKG0542,REJILLAS,ATLAS,57.5,54,14/18.5,32m,32m Corrugado,ESP-DAI-241,https://drive.google.com/open?id=1yPZQYe6SGLnuqZo_MBFR9I6EX8HjYQuT&usp=drive_fs
501,DAIMAY,BMW/CIYC,SEPARADOR TRQ,SUAJE PLANO,42.5,33.5,4,,,,https://www.youtube.com/watch?v=dQw4w9WgXcQ
502,DAIMAY,,SUAJE,,,,,,,,
503,DAIMAY,,SUAJE,,,,,,,,
504,DAIMAY,,SUAJE,,,,,,,,
505,DAIMAY,,SUAJE,,,,,,,,
506,DAIMAY,,SUAJE,,,,,,,,
507,DAIMAY,,SUAJE,,,,,,,,
508,DAIMAY,,,,,,,,,,
1814001,DELPHI DIESEL,9069-145,TAPA TELESCÓPICA,-,112,95,10.5,32,Sencillo,ESP-DD-001,https://drive.google.com/file/d/1MwGVzE3dnE9gOBXiJGTbrV-gNOi8iXdU/view?usp=share_link
1813002,DELPHI DIESEL,9069-292,CAJA TROQUELADA,-,28,17.6,15.6,32,Sencillo,ESP-DD-002,https://drive.google.com/file/d/17fvAKd36sNC-fTHp5ncXzj4cqSTsTr6h/view?usp=share_link
1820003,DELPHI DIESEL,9069-409,DIV1,-,28,13.2,0,32,Sencillo,ESP-DD-003,https://drive.google.com/file/d/1YP5hTp2vSpq0W7q2-3NNMFNjrN-VlAYI/view?usp=share_link
1820004,DELPHI DIESEL,9069-409,DIV2,-,17.3,13.2,0,32,Sencillo,ESP-DD-004,https://drive.google.com/file/d/19rO6LjA1BXDpX3et_LGqQ-rI09W-MdXc/view?usp=share_link
1820005,DELPHI DIESEL,9069-193,DIV1,-,29,9,0,32,Sencillo,ESP-DD-005,https://drive.google.com/file/d/1l4bA1WW9XOh2LonmAQ0AhGW2sG8gjLTZ/view?usp=share_link
1813006,DELPHI DIESEL,9069-204 B,CAJA TROQUELADA,-,23.9,22.3,6.7,32,Sencillo,ESP-DD-006,https://drive.google.com/file/d/1iZZR5oXBeTitpkp5BMjId_f6tP9EqZog/view?usp=share_link
1820007,DELPHI DIESEL,9069-353 C,DIV1,-,16.8,10,0,32,Sencillo,ESP-DD-007,https://drive.google.com/file/d/1sasoHgBzlCUux4AbDvaN3C44A7VEjgUD/view?usp=share_link
1821008,DELPHI DIESEL,9069-53,DIV2,-,27,10,0,32,Sencillo,ESP-DD-008,https://drive.google.com/file/d/1qMeyqoikJt7vxQhbRUOl75zSVzIJyKRN/view?usp=share_link
1820009,DELPHI DIESEL,2835762,DIV1,-,29,11.3,0,32,Sencillo,ESP-DD-009,https://drive.google.com/file/d/1i-7eZdNF5DPBcUC8Pud2QQNV5KD1JAQg/view?usp=share_link
1821010,DELPHI DIESEL,2835762,DIV2,-,42.4,11.3,0,32,Sencillo,ESP-DD-010,https://drive.google.com/file/d/1czo9bC7wUeSRQ-y0-SnrUNYUk8OjhKxl/view?usp=share_link
1813011,DELPHI DIESEL,9059-352,CAJA TROQUELADA,-,28,17.6,13.6,32,Sencillo,ESP-DD-011,https://drive.google.com/file/d/1PGYslkCX3WaHCASnrREMyRmTK5VFDau4/view?usp=share_link
1810012,DELPHI DIESEL,PAQUETERIA 1,CAJA NORMAL,PAQUETERIA 1,29.4,28.4,9.1,32,Sencillo,ESP-DD-012,https://drive.google.com/file/d/1hOazHnkhBvX1t6TlLpAjoWlzyt8VwJJ6/view?usp=share_link
1815013,DELPHI DIESEL,28 X 7 X 27 cm,CAJA TRASLAPADA ,PAQUETERIA,28.8,7.8,28.2,42,Doble,ESP-DD-013,https://drive.google.com/file/d/1y3RfDjlYSRNqSsma_IpNlvDEqvugArxe/view?usp=share_link
